-1.826293,7.170694,0.664018
-1.727433,7.245707,0.634250
-1.626403,7.317742,0.602561
-1.523309,7.386124,0.570877
-1.417834,7.451686,0.539379
-1.311059,7.513174,0.507218
-1.202747,7.571212,0.478111
-1.092315,7.626530,0.447658
-0.980716,7.677825,0.416338
-0.867288,7.726035,0.386305
-0.752533,7.770637,0.356148
-0.636503,7.811889,0.325696
-0.519699,7.849270,0.290866
-0.401756,7.882162,0.253798
-0.282595,7.910773,0.217387
-0.162556,7.934996,0.183600
-0.042007,7.955448,0.149212
0.079682,7.971411,0.114133
0.201801,7.983396,0.080707
0.324272,7.991194,0.045796
0.447489,7.994655,0.013401
0.570217,7.994491,-0.017783
0.692903,7.990291,-0.045942
0.814946,7.983239,-0.070233
0.936136,7.973179,-0.097699
1.056706,7.959544,-0.128167
1.176315,7.942227,-0.161619
1.295196,7.920660,-0.194981
1.412853,7.895513,-0.230045
1.529230,7.865852,-0.279840
1.758601,7.796151,-0.310807
1.871516,7.755903,-0.354452
1.983132,7.713056,-0.349893
2.085073,7.677975,-0.411402
2.201355,7.617846,-0.469233
2.307671,7.565118,-0.474772
2.412003,7.509576,-0.507568
2.513770,7.450492,-0.542790
2.612999,7.388330,-0.578551
2.709401,7.322725,-0.614596
2.803265,7.254043,-0.642807
2.895465,7.183379,-0.670553
2.985521,7.109486,-0.698356
3.074358,7.033202,-0.721202
3.161136,6.955086,-0.746864
3.245879,6.874415,-0.774593
3.329031,6.790780,-0.802275
3.410018,6.704640,-0.831734
3.488049,6.616298,-0.866747
3.562859,6.524664,-0.903624
3.634424,6.430464,-0.938768
3.702429,6.334055,-0.972997
3.766903,6.235903,-1.004891
3.828553,6.135499,-1.036053
3.886935,6.033251,-1.065616
3.942836,5.928857,-1.091713
3.996101,5.823092,-1.119539
4.046412,5.715125,-1.147937
4.093590,5.606453,-1.176287
4.137345,5.496713,-1.206109
4.177807,5.385853,-1.235258
4.214874,5.274390,-1.267953
4.247782,5.161902,-1.299712
4.277453,5.049226,-1.326819
4.303734,4.937137,-1.354416
4.326830,4.824602,-1.382368
4.346639,4.712138,-1.406882
4.364080,4.599390,-1.433036
4.377942,4.486349,-1.459994
4.389202,4.373591,-1.482905
4.397830,4.260651,-1.504234
4.404250,4.147845,-1.522941
4.408644,4.034862,-1.539191
4.411359,3.923001,-1.555651
4.412024,3.811689,-1.573911
4.410669,3.701390,-1.594156
4.406897,3.592257,-1.611968
4.401738,3.484610,-1.624883
4.395294,3.377933,-1.640285
4.386988,3.272685,-1.656999
4.377214,3.168716,-1.666634
4.367103,3.065829,-1.673928
4.356077,2.964486,-1.681678
4.344633,2.864017,-1.685406
4.333035,2.764323,-1.700754
3.174370,-6.090167,-1.700913
